851,89,10
1637,742,11
620,760,11
14,1445,12
609,1566,12
1634,182,13
1033,329,13
360,854,13
772,1101,13
1428,1195,13
953,1198,13
512,1204,13
53,1215,13
628,1413,13
687,1421,13
1129,460,14
435,775,14
585,910,14
494,1248,14
1036,1249,14
1644,1586,14
1358,167,15
835,442,15
819,1001,15
54,1272,15
549,1328,15
82,1673,15
1651,37,16
649,103,16
747,511,16
728,606,16
743,873,16
789,886,16
1430,947,16
518,1126,16
1397,1191,16
1037,1298,16
1677,1401,16
181,1535,16
742,56,17
1284,74,17
654,203,17
383,239,17
64,287,17
805,827,17
1079,1113,17
1092,1138,17
478,1176,17
513,1243,17
1515,1252,17
1046,1254,17
459,1419,17
1275,792,18
972,1188,18
155,1367,18
461,53,19
1061,294,19
564,405,19
1147,620,19
822,945,19
711,978,19
111,1242,19
49,1347,19
826,1348,19
800,1418,19
1615,1429,19
350,1457,19
1603,1459,19
1121,124,20
1400,767,20
1412,1073,20
930,1119,20
1205,1132,20
106,1198,20
737,1250,20
123,1410,20
577,1588,20
147,1609,20
1575,127,21
463,248,21
1411,410,21
811,561,21
553,599,21
1300,610,21
1453,727,21
517,844,21
188,989,21
955,1000,21
378,1062,21
1037,1232,21
362,1332,21
167,1440,21
1536,1647,21
138,208,22
216,253,22
364,368,22
667,558,22
1156,757,22
315,990,22
203,1034,22
235,1236,22
417,1292,22
270,1327,22
207,1383,22
542,1396,22
191,1419,22
1100,124,23
445,297,23
437,418,23
1034,691,23
1168,793,23
97,902,23
905,947,23
1446,979,23
778,1182,23
1261,1265,23
1128,1364,23
1011,1390,23
615,184,24
1143,579,24
1548,625,24
707,743,24
437,1294,24
963,1338,24
1443,1421,24
335,185,25
735,391,25
394,638,25
540,1071,25
1233,1138,25
74,1293,25
938,1313,25
743,1586,25
1435,146,26
823,186,26
652,834,26
1611,972,26
324,1016,26
170,1361,26
628,1547,26
1520,1561,26
1154,404,27
876,754,27
614,1301,27
442,1321,27
1634,1507,27
1464,1663,27
1666,1244,28
1590,1320,28
770,1421,28
362,1626,28
959,1066,29
464,1559,29
333,1659,29
125,1009,30
514,1384,30
123,1654,30
328,131,31
658,831,31
1367,1417,31
220,1457,31
172,1617,31
621,1031,32
1568,1179,32
1615,1339,32
37,1615,32
453,146,33
1402,270,33
850,1357,33
1422,1321,34
75,933,35
300,1640,35
1157,126,36
1313,211,37
76,214,37
930,165,38
1629,432,38
761,1620,38
1630,671,39
235,998,39
762,942,40
1178,161,41
571,1367,41
356,312,42
1458,1583,42
154,1646,43
511,63,44
1208,452,44
48,1183,44
1143,239,45
649,1610,46
685,1467,47
822,294,49
1224,107,51
807,348,53
863,1154,53
1605,1580,55
1416,1618,56
1207,1471,61
1484,1632,66
1056,1007,69
1214,1278,71
938,477,74
174,692,74
