875.52,1467.4,3.9749
121.92,716.86,4.3318
532.53,40.383,5.0419
1100.3,1318.1,5.0815
831.82,1318.3,5.2301
767.5,1392.6,5.5474
1260.9,1570.7,5.6003
539.19,25.998,5.6755
1683.5,966.32,6.1302
1243.6,684.51,6.1359
1392.6,707.31,6.1808
238.3,478.48,6.266
1615.3,1573.5,6.422
1523,395.89,6.6283
1457.1,580.75,6.7463
1094.1,1458.6,6.8705
1252.5,1584.7,6.9018
1071.7,1412.9,6.9359
1265.1,1605.9,6.9528
763.39,1440.1,6.9867
1408.1,1255.1,7.0568
335.06,752.73,7.1119
1613.7,1464.2,7.1272
543.02,136.72,7.1331
1589.1,34.624,7.2843
1378.1,1322.3,7.3083
1568.9,582.83,7.3134
219.05,942.59,7.3566
1687.9,1083.3,7.4442
683.44,1187.4,7.4464
1085.9,1658.6,7.5067
777.38,1444,7.6704
124.81,613.48,7.6772
1273.4,15.26,7.7184
1664.2,1257.7,7.9794
120.56,1321.8,8
64.367,1015.1,8
1193.7,106.32,8
1668,974.54,8.0241
1253.2,981.66,8.1816
361.81,28.364,8.19
1013.6,1427.8,8.222
126.54,798.41,8.2482
103.52,7.0817,8.2984
1593.3,1652.6,8.3072
1248.1,1572.6,8.3547
801.53,652.64,8.3758
1574.6,42.641,8.4304
1579.7,579.23,8.5942
1537.3,645.31,8.6259
1199.7,1639.7,8.6392
251.09,528.61,8.7139
943.49,1539.6,8.8814
835.51,1684,8.9013
684.41,730.91,8.942
198.71,590.63,8.9673
1477,535.8,8.9804
875.46,1567.9,9.1108
1557.4,585.47,9.1181
1424.6,329.17,9.1237
1467.9,1240.6,9.1301
855.71,1289.1,9.1431
632.22,1067.2,9.1804
891.32,1659.1,9.2425
1654.4,1385.2,9.2839
1164.6,1641.7,9.3156
380.91,635.9,9.4911
1150.4,1624.7,9.5777
1619.4,64.784,9.5881
709.55,1565.8,9.5961
129.39,1425.4,9.6
151.62,626.92,9.6
157.35,608.18,9.6
120.91,775.29,9.6
508.35,1026.5,9.6145
1506.6,900.17,9.7481
188.68,616.22,9.7545
1651.2,1350,9.8508
294.83,517.15,9.9164
1450.3,1075.1,9.9342
295.6,1080.2,9.9638
76.454,744.74,10.004
479.95,1115.4,10.07
77.421,28.169,10.08
442.15,239.42,10.171
1598.3,693.12,10.29
1472.7,568.95,10.304
781.62,108.42,10.309
136.89,1455.7,10.364
205.81,237.59,10.444
289.81,1123.6,10.578
363.46,664.42,10.6
931.79,1316.9,10.639
1548.1,504.59,10.782
1645.2,1120.1,10.803
1673.5,1203.7,10.81
1658.1,963.89,10.828
206.63,6.1593,10.989
1490.3,1570.9,10.99
109.69,172.63,11.097
808.77,1378.4,11.127
1547,1428.7,11.145
1455.7,2.2943,11.152
817.22,1158.8,11.158
1644.5,85.985,11.17
135.26,1618.9,11.2
141.61,1394.6,11.2
1545.5,622.34,11.271
1471.1,983.42,11.378
170.49,651.77,11.396
326.84,1240.6,11.458
1655.7,1336.3,11.495
421.18,1184.2,11.502
368.85,249.17,11.612
609.71,66.498,11.632
950.48,621.23,11.638
199.34,1064.4,11.755
939.52,1547.4,11.82
1038.7,1370.5,11.845
492.42,220.84,11.948
1370.5,1385.6,11.957
1461.9,1442.3,12.212
330.42,173.68,12.213
1639.9,1146,12.251
1584.7,102.41,12.323
722.38,1199.3,12.546
1496.7,1358,12.593
1648.9,636.27,12.682
899.47,1623.4,12.688
1543.3,1024.1,12.737
1509.5,1240.1,12.777
912.46,1579.6,12.779
267.78,1366.4,12.797
322.38,1272,12.8
623.57,1257.1,12.8
677.45,277.45,12.8
1445,588.1,12.8
578.82,90.888,12.8
527.71,197.08,12.828
943.65,1649.7,12.844
1074.4,1689.2,12.854
1541.5,1297.8,13.089
332.58,765.68,13.094
1547.8,1076.1,13.098
161.69,1239.3,13.106
1269.3,1262.7,13.135
1667.2,1334.2,13.164
1535.6,1017.5,13.201
1447.7,1668.4,13.229
860.54,1647.7,13.24
110.26,1442.4,13.255
1467.1,406.24,13.316
1273.5,439.23,13.352
1570.6,1066.5,13.409
920.08,1464.3,13.418
79.318,824.58,13.436
782.36,1626.4,13.471
1658.5,559.5,13.523
19.042,1621.7,13.541
1508.1,1037.1,13.623
1579.9,1483,13.649
182.91,36.118,13.678
363.85,1612.6,13.679
817.26,1202.9,13.692
1568.7,804.37,13.738
1565,497.36,13.791
82.27,1279.4,13.849
584.91,1144.5,13.85
1162.4,1455.9,13.861
1606.8,1237.2,13.862
1622.8,1237.4,13.886
1627.5,1564.9,13.948
1041.2,1569.8,13.969
707.09,1340.6,14.057
342.42,1624.6,14.066
1606.1,631.41,14.091
1613.5,809,14.113
1002.3,481.68,14.245
997.33,1196.2,14.254
813.03,534.21,14.257
114.38,1063.7,14.373
827.11,1419.6,14.397
153.26,1503,14.4
162.91,1586.3,14.4
350.97,88.534,14.401
992.72,1419.3,14.43
484.72,698.32,14.466
1536.4,535.77,14.556
1461.1,1652.4,14.619
1225.2,1447.8,14.825
322.75,87.333,15.043
1636.7,1307.9,15.054
954.56,1395.7,15.073
748.56,1685.6,15.13
872.61,1621.3,15.151
1236.6,950.53,15.212
401.29,1376.9,15.217
1565.1,822.02,15.316
961.39,1500.4,15.317
18.575,1332.9,15.418
273.78,1169.6,15.421
83.155,172.57,15.43
1601.1,819.39,15.484
1648.7,1677.3,15.574
1557.5,935.22,15.583
1617.5,1010.8,15.617
697.85,210.96,15.724
606.69,1257.8,16
713.37,556.09,16
640.56,594.19,16
348.63,473.75,16
1029.9,74.871,16
614.66,1036.2,16
1296.7,1634.9,16.109
816.16,1529,16.212
958.96,1572.4,16.284
890.69,1391.5,16.353
521.37,1525.7,16.464
1528.6,19.373,16.505
117.64,157.52,16.646
344.89,1556.7,16.692
726.57,628.59,16.695
463.02,979.14,16.78
1524.3,55.119,16.787
1670.5,1314.1,16.813
929.86,1349.7,16.818
1572.8,698.51,16.85
623.16,1059.1,16.882
1660.4,592.69,16.906
850.9,1211.8,16.944
889.86,1500.1,17.007
1388.6,381.91,17.038
577.45,496.13,17.164
447.55,1145.8,17.468
195.03,1654.2,17.6
365.92,124.23,17.614
1535.6,147.67,17.874
1586.2,1240.2,18
332.97,159.66,18.121
1484.5,1271.1,18.288
1516.9,70.203,18.301
374.95,914.04,18.306
626.21,1676.1,18.349
360.08,1558,18.552
